payment_id,order_id,amount,payment_method
1037,1037,970,Bank Transfer
1038,1038,1934,Bank Transfer
1039,1039,7225,Bank Transfer
1040,1040,9978,Mobile Money
1041,1041,6181,Bank Transfer
1042,1042,3317,Mobile Money
1043,1043,7118,PayPal
1044,1044,8219,Credit Card
1045,1045,1521,Mobile Money
1046,1046,1699,Bank Transfer
1047,1047,7049,Bank Transfer
1048,1048,1132,Credit Card
1049,1049,4304,PayPal
1050,1050,2017,Bank Transfer
1051,1051,7755,Mobile Money
1052,1052,5256,Bank Transfer
1053,1053,8459,PayPal
1054,1054,4753,Mobile Money
1055,1055,7506,Credit Card
1056,1056,3720,Mobile Money
1057,1057,6647,Bank Transfer
1058,1058,1451,PayPal
1059,1059,3540,Bank Transfer
1060,1060,3573,Mobile Money
1061,1061,2968,Bank Transfer
1062,1062,4176,Bank Transfer
1063,1063,9644,Bank Transfer
1064,1064,6472,PayPal
1065,1065,7457,Mobile Money
1066,1066,7748,PayPal
1067,1067,2511,Credit Card
1068,1068,1433,Bank Transfer
1069,1069,1230,Bank Transfer
1070,1070,4338,Bank Transfer
1071,1071,9107,Bank Transfer
1072,1072,1326,PayPal
1073,1073,8179,Credit Card
1074,1074,3089,Mobile Money
1075,1075,5805,Bank Transfer
1076,1076,786,Mobile Money
1077,1077,9686,Bank Transfer
1078,1078,3785,Bank Transfer
1079,1079,6694,Credit Card
1080,1080,9714,Credit Card
1081,1081,1748,Credit Card
1082,1082,9637,Bank Transfer
1083,1083,4056,Credit Card
1084,1084,6706,Bank Transfer
1085,1085,3576,Mobile Money
1086,1086,3327,Credit Card
1087,1087,6382,PayPal
1088,1088,7905,PayPal
1089,1089,9884,Bank Transfer
1090,1090,1313,PayPal
1091,1091,4574,Credit Card
1092,1092,324,Mobile Money
1093,1093,9849,Credit Card
1094,1094,7509,PayPal
1095,1095,9418,Bank Transfer
1096,1096,616,Credit Card
1097,1097,5155,Mobile Money
1098,1098,4277,Mobile Money
1099,1099,3425,Bank Transfer
1100,1100,9716,Mobile Money
1101,1101,2057,Mobile Money
1102,1102,9882,PayPal
1103,1103,3778,Credit Card
1104,1104,9164,PayPal
1105,1105,7691,Mobile Money
1106,1106,2516,Bank Transfer
1107,1107,8157,Mobile Money
1108,1108,422,Credit Card
1109,1109,3756,Bank Transfer
1110,1110,6014,PayPal
1111,1111,1205,Mobile Money
1112,1112,621,Credit Card
1113,1113,800,Bank Transfer
1114,1114,2095,PayPal
1115,1115,1995,Credit Card
1116,1116,8861,Bank Transfer
1117,1117,108,Bank Transfer
1118,1118,1542,Credit Card
1119,1119,8312,Bank Transfer
1120,1120,4751,Bank Transfer
1121,1121,1266,Mobile Money
1122,1122,7230,PayPal
1123,1123,2294,Credit Card
1124,1124,8736,PayPal
1125,1125,9354,Mobile Money
1126,1126,3808,Bank Transfer
1127,1127,1698,Credit Card
1128,1128,1516,Mobile Money
1129,1129,6544,PayPal
1130,1130,2049,Mobile Money
1131,1131,6771,Bank Transfer
1132,1132,4003,Credit Card
1133,1133,3387,Mobile Money
1134,1134,5931,Mobile Money
1135,1135,4514,PayPal
1136,1136,7705,Bank Transfer
1137,1137,5339,Credit Card
1138,1138,6407,Bank Transfer
1139,1139,5511,Mobile Money
1140,1140,6785,Mobile Money
1141,1141,6941,Mobile Money
1142,1142,3235,Credit Card
1143,1143,7318,Mobile Money
1144,1144,9217,Bank Transfer
1145,1145,9777,Mobile Money
1146,1146,7214,PayPal
1147,1147,3334,Mobile Money
1148,1148,1099,Bank Transfer
1149,1149,1918,Mobile Money
1150,1150,4971,Mobile Money
1151,1151,9530,Bank Transfer
1152,1152,6285,Credit Card
1153,1153,9278,PayPal
1154,1154,5590,Mobile Money
1155,1155,3387,Mobile Money
1156,1156,903,Credit Card
1157,1157,184,Mobile Money
1158,1158,6334,Mobile Money
1159,1159,2561,Bank Transfer
1160,1160,9309,Mobile Money
1161,1161,4851,Bank Transfer
1162,1162,1449,PayPal
1163,1163,7216,Mobile Money
1164,1164,3014,Bank Transfer
1165,1165,2681,Credit Card
1166,1166,1864,Mobile Money
1167,1167,1528,Credit Card
1168,1168,3941,PayPal
1169,1169,1880,PayPal
1170,1170,1335,Mobile Money
1171,1171,2994,Mobile Money
1172,1172,9578,Bank Transfer
1173,1173,2804,Credit Card
1174,1174,8060,Mobile Money
1175,1175,7102,Credit Card
1176,1176,6866,Credit Card
1177,1177,8837,Credit Card
1178,1178,5128,Bank Transfer
1179,1179,6139,Mobile Money
1180,1180,4048,Credit Card
1181,1181,8231,Mobile Money
1182,1182,5930,PayPal
1183,1183,726,Bank Transfer
1184,1184,4752,PayPal
1185,1185,2027,PayPal
1186,1186,5682,Bank Transfer
1187,1187,9362,Bank Transfer
1188,1188,8761,Bank Transfer
1189,1189,5161,Bank Transfer
1190,1190,6170,Mobile Money
1191,1191,5224,PayPal
1192,1192,9241,Bank Transfer
1193,1193,8370,Credit Card
1194,1194,1593,Credit Card
1195,1195,6745,PayPal
1196,1196,5091,PayPal
1197,1197,6769,Credit Card
1198,1198,4672,PayPal
1199,1199,2011,Bank Transfer
1200,1200,8559,Credit Card
1201,1201,6357,Credit Card
1202,1202,905,Bank Transfer
1203,1203,1077,PayPal
1204,1204,7299,PayPal
1205,1205,3721,Credit Card
1206,1206,7004,PayPal
1207,1207,5342,PayPal
1208,1208,6292,Credit Card
1209,1209,6561,Mobile Money
1210,1210,2199,Credit Card
1211,1211,8590,Bank Transfer
1212,1212,6562,Mobile Money
1213,1213,4286,PayPal
1214,1214,7696,Bank Transfer
1215,1215,1199,PayPal
1216,1216,3573,Bank Transfer
1217,1217,6393,Bank Transfer
1218,1218,4720,PayPal
1219,1219,817,PayPal
1220,1220,2668,Bank Transfer
1221,1221,8054,Bank Transfer
1222,1222,4235,Mobile Money
1223,1223,8220,Mobile Money
1224,1224,3536,Credit Card
1225,1225,4440,PayPal
1226,1226,7509,Bank Transfer
1227,1227,9954,Credit Card
1228,1228,2124,Credit Card
1229,1229,3753,Bank Transfer
1230,1230,8397,Mobile Money
1231,1231,4153,Credit Card
1232,1232,3202,Bank Transfer
1233,1233,241,Credit Card
1234,1234,1542,Credit Card
1235,1235,3625,Bank Transfer
1236,1236,8805,Mobile Money
1237,1237,8143,Credit Card
1238,1238,2665,Bank Transfer
1239,1239,1748,PayPal
1240,1240,7070,Bank Transfer
1241,1241,453,Bank Transfer
1242,1242,8457,Bank Transfer
1243,1243,2879,PayPal
1244,1244,7799,PayPal
1245,1245,6729,Bank Transfer
1246,1246,7731,PayPal
1247,1247,4074,Bank Transfer
1248,1248,983,Bank Transfer
1249,1249,7820,Credit Card
1250,1250,6763,PayPal
1251,1251,4590,Credit Card
1252,1252,8026,PayPal
1253,1253,1150,Bank Transfer
1254,1254,6446,Bank Transfer
1255,1255,7810,Credit Card
1256,1256,1145,PayPal
1257,1257,6701,Credit Card
1258,1258,7668,Mobile Money
1259,1259,9831,Credit Card
1260,1260,3827,Mobile Money
1261,1261,1743,Mobile Money
1262,1262,6279,Mobile Money
1263,1263,5204,Credit Card
1264,1264,6432,Mobile Money
1265,1265,4542,Bank Transfer
1266,1266,9238,Credit Card
1267,1267,9630,PayPal
1268,1268,5331,Bank Transfer
1269,1269,542,Mobile Money
1270,1270,4396,Bank Transfer
1271,1271,5721,Credit Card
1272,1272,7772,Bank Transfer
1273,1273,7249,Mobile Money
1274,1274,1884,Mobile Money
1275,1275,1954,Bank Transfer
1276,1276,642,PayPal
1277,1277,264,Mobile Money
1278,1278,73,Credit Card
1279,1279,3002,Bank Transfer
1280,1280,1924,Bank Transfer
1281,1281,264,Credit Card
1282,1282,2910,PayPal
1283,1283,3084,Bank Transfer
1284,1284,1983,PayPal
1285,1285,5712,Mobile Money
1286,1286,4081,Mobile Money
1287,1287,4175,PayPal
1288,1288,3912,Mobile Money
1289,1289,3848,PayPal
1290,1290,1354,Mobile Money
1291,1291,1432,PayPal
1292,1292,2314,Mobile Money
1293,1293,5198,Bank Transfer
1294,1294,2289,Credit Card
1295,1295,3706,PayPal
1296,1296,7368,Bank Transfer
1297,1297,1570,Bank Transfer
1298,1298,4986,Credit Card
1299,1299,6103,Mobile Money
1300,1300,6290,Credit Card
1301,1301,4315,Credit Card
1302,1302,7050,PayPal
1303,1303,8871,Credit Card
1304,1304,6804,Bank Transfer
1305,1305,4548,Bank Transfer
1306,1306,1126,Credit Card
1307,1307,7436,PayPal
1308,1308,7010,Bank Transfer
1309,1309,271,PayPal
1310,1310,229,Bank Transfer
1311,1311,5390,Mobile Money
1312,1312,4167,PayPal
1313,1313,3826,Credit Card
1314,1314,7557,Mobile Money
1315,1315,4910,PayPal
1316,1316,9525,Mobile Money
1317,1317,3992,Mobile Money
1318,1318,5159,PayPal
1319,1319,3990,PayPal
1320,1320,3442,Mobile Money
1321,1321,4886,Mobile Money
1322,1322,2735,PayPal
1323,1323,5871,Credit Card
1324,1324,9644,Bank Transfer
1325,1325,9137,Credit Card
1326,1326,2356,Credit Card
1327,1327,7027,Credit Card
1328,1328,594,Mobile Money
1329,1329,2848,Credit Card
1330,1330,1524,PayPal
1331,1331,119,Credit Card
1332,1332,8426,Bank Transfer
1333,1333,7709,Credit Card
1334,1334,5773,Mobile Money
1335,1335,7777,Bank Transfer
1336,1336,9755,Bank Transfer
1337,1337,5541,Credit Card
1338,1338,5019,Bank Transfer
1339,1339,6978,PayPal
1340,1340,5072,Bank Transfer
1341,1341,6704,Credit Card
1342,1342,745,Mobile Money
1343,1343,6693,Credit Card
1344,1344,3348,Mobile Money
1345,1345,1342,Mobile Money
1346,1346,3000,Bank Transfer
1347,1347,7165,Mobile Money
1348,1348,4444,Credit Card
1349,1349,70,Mobile Money
1350,1350,5397,PayPal
1351,1351,3866,Mobile Money
1352,1352,6914,Mobile Money
1353,1353,8430,Credit Card
1354,1354,7013,Credit Card
1355,1355,5676,Bank Transfer
1356,1356,579,Credit Card
1357,1357,4596,Credit Card
1358,1358,5779,Mobile Money
1359,1359,4098,Bank Transfer
1360,1360,2717,Mobile Money
1361,1361,585,Mobile Money
1362,1362,6203,Credit Card
1363,1363,7893,Bank Transfer
1364,1364,3045,PayPal
1365,1365,9662,Mobile Money
1366,1366,2078,Mobile Money
1367,1367,2811,Mobile Money
1368,1368,6623,PayPal
1369,1369,4621,Mobile Money
1370,1370,6434,Mobile Money
1371,1371,9973,PayPal
1372,1372,7244,Credit Card
1373,1373,5467,Mobile Money
1374,1374,7540,PayPal
1375,1375,4524,Bank Transfer
1376,1376,2125,Bank Transfer
1377,1377,8323,Credit Card
1378,1378,7187,Bank Transfer
1379,1379,2795,Mobile Money
1380,1380,2051,Mobile Money
1381,1381,8136,PayPal
1382,1382,1567,Credit Card
1383,1383,3504,Bank Transfer
1384,1384,6944,Bank Transfer
1385,1385,5681,Bank Transfer
1386,1386,9025,Bank Transfer
1387,1387,6898,PayPal
1388,1388,759,Mobile Money
1389,1389,3187,Bank Transfer
1390,1390,7995,Credit Card
1391,1391,6159,Mobile Money
1392,1392,5397,Bank Transfer
1393,1393,3567,Bank Transfer
1394,1394,6550,Credit Card
1395,1395,4621,Mobile Money
1396,1396,4993,PayPal
1397,1397,9368,PayPal
1398,1398,6351,PayPal
1399,1399,2040,Mobile Money
1400,1400,5145,Mobile Money
1401,1401,9164,PayPal
1402,1402,1144,Credit Card
1403,1403,7799,PayPal
1404,1404,4041,PayPal
1405,1405,3166,Mobile Money
1406,1406,6382,Credit Card
1407,1407,1549,Mobile Money
1408,1408,2689,Credit Card
1409,1409,6968,Credit Card
1410,1410,838,PayPal
1411,1411,1641,Credit Card
1412,1412,1024,Bank Transfer
1413,1413,2101,Credit Card
1414,1414,933,Mobile Money
1415,1415,4281,Mobile Money
1416,1416,2620,Bank Transfer
1417,1417,7881,Bank Transfer
1418,1418,9375,PayPal
1419,1419,6512,Mobile Money
1420,1420,8402,Mobile Money
1421,1421,6755,Bank Transfer
1422,1422,7458,Credit Card
1423,1423,801,Mobile Money
1424,1424,2845,Mobile Money
1425,1425,965,PayPal
1426,1426,9172,Mobile Money
1427,1427,5183,Bank Transfer
1428,1428,4333,Mobile Money
1429,1429,506,Mobile Money
1430,1430,3642,Mobile Money
1431,1431,7167,Credit Card
1432,1432,4891,Mobile Money
1433,1433,5081,Bank Transfer
1434,1434,2671,Mobile Money
1435,1435,927,Credit Card
1436,1436,8150,PayPal
1437,1437,3025,Bank Transfer
1438,1438,5061,Bank Transfer
1439,1439,8681,PayPal
1440,1440,9816,PayPal
1441,1441,4747,Bank Transfer
1442,1442,5085,Bank Transfer
1443,1443,3596,PayPal
1444,1444,6991,Mobile Money
1445,1445,529,Bank Transfer
1446,1446,4099,Credit Card
1447,1447,9385,Mobile Money
1448,1448,2581,PayPal
1449,1449,1486,PayPal
1450,1450,535,Mobile Money
1451,1451,3102,Bank Transfer
1452,1452,5988,PayPal
1453,1453,7516,Mobile Money
1454,1454,9683,Mobile Money
1455,1455,6630,PayPal
1456,1456,9835,PayPal
1457,1457,7655,Mobile Money
1458,1458,3839,Credit Card
1459,1459,9666,Bank Transfer
1460,1460,259,Mobile Money
1461,1461,854,PayPal
1462,1462,1447,Credit Card
1463,1463,1918,Mobile Money
1464,1464,7485,Bank Transfer
1465,1465,7106,Mobile Money
1466,1466,2261,Credit Card
1467,1467,8744,PayPal
1468,1468,7198,PayPal
1469,1469,1728,Credit Card
1470,1470,9376,Bank Transfer
1471,1471,3195,Mobile Money
1472,1472,7153,Credit Card
1473,1473,4280,Bank Transfer
1474,1474,9807,Bank Transfer
1475,1475,2559,Bank Transfer
1476,1476,9156,Bank Transfer
1477,1477,7708,Bank Transfer
1478,1478,7331,PayPal
1479,1479,889,Mobile Money
1480,1480,1334,PayPal
1481,1481,4587,Credit Card
1482,1482,5206,Bank Transfer
1483,1483,4119,PayPal
1484,1484,488,PayPal
1485,1485,8104,Bank Transfer
1486,1486,5647,Bank Transfer
1487,1487,9104,Credit Card
1488,1488,6674,Bank Transfer
1489,1489,1195,Bank Transfer
1490,1490,998,Credit Card
1491,1491,6506,Credit Card
1492,1492,5579,Credit Card
1493,1493,243,PayPal
1494,1494,2410,PayPal
1495,1495,2105,PayPal
1496,1496,1492,PayPal
1497,1497,368,PayPal
1498,1498,4430,Bank Transfer
1499,1499,2210,PayPal
1500,1500,9959,PayPal
1501,1501,6532,PayPal
1502,1502,1978,Credit Card
1503,1503,2328,PayPal
1504,1504,6315,Bank Transfer
1505,1505,7773,Mobile Money
1506,1506,1746,PayPal
1507,1507,5469,Mobile Money
1508,1508,4894,Mobile Money
1509,1509,9445,Mobile Money
1510,1510,8581,PayPal
1511,1511,9003,Credit Card
1512,1512,4716,Mobile Money
1513,1513,7458,Credit Card
1514,1514,6819,Mobile Money
1515,1515,4394,PayPal
1516,1516,7290,Credit Card
1517,1517,8388,Credit Card
1518,1518,716,PayPal
1519,1519,3400,Credit Card
1520,1520,3300,Bank Transfer
1521,1521,3734,Credit Card
1522,1522,7592,Bank Transfer
1523,1523,1002,Bank Transfer
1524,1524,6697,Mobile Money
1525,1525,9805,Mobile Money
1526,1526,473,Mobile Money
1527,1527,5055,Credit Card
1528,1528,8053,Credit Card
1529,1529,1594,Bank Transfer
1530,1530,7695,Mobile Money
1531,1531,9651,Bank Transfer
1532,1532,2395,Bank Transfer
1533,1533,280,Mobile Money
1534,1534,4392,Mobile Money
1535,1535,1214,PayPal
1536,1536,2177,Bank Transfer
1537,1537,4151,Bank Transfer
1538,1538,1789,PayPal
1539,1539,481,Mobile Money
1540,1540,6297,PayPal
1541,1541,7504,Bank Transfer
1542,1542,9642,Mobile Money
1543,1543,3556,Credit Card
1544,1544,92,PayPal
1545,1545,5609,Credit Card
1546,1546,7173,Bank Transfer
1547,1547,2177,Bank Transfer
1548,1548,576,Mobile Money
1549,1549,7582,Bank Transfer
1550,1550,6917,Credit Card
1551,1551,4365,Mobile Money
1552,1552,3989,Credit Card
1553,1553,7832,Credit Card
1554,1554,3325,Mobile Money
1555,1555,63,PayPal
1556,1556,3705,PayPal
1557,1557,1219,PayPal
1558,1558,4441,Bank Transfer
1559,1559,3844,Mobile Money
1560,1560,4976,Bank Transfer
1561,1561,9361,Mobile Money
1562,1562,3584,Bank Transfer
1563,1563,6581,Mobile Money
1564,1564,4483,Bank Transfer
1565,1565,4195,Credit Card
1566,1566,2723,PayPal
1567,1567,5409,Mobile Money
1568,1568,1863,PayPal
1569,1569,2885,Mobile Money
1570,1570,9961,Mobile Money
1571,1571,5562,Bank Transfer
1572,1572,1462,PayPal
1573,1573,739,Credit Card
1574,1574,7573,Bank Transfer
1575,1575,3136,Bank Transfer
1576,1576,7110,Mobile Money
1577,1577,2056,Mobile Money
1578,1578,3201,Credit Card
1579,1579,6579,Credit Card
1580,1580,281,Bank Transfer
1581,1581,8004,Mobile Money
1582,1582,8802,Bank Transfer
1583,1583,9627,Bank Transfer
1584,1584,4864,PayPal
1585,1585,6050,Credit Card
1586,1586,220,Mobile Money
1587,1587,2544,Credit Card
1588,1588,4712,Bank Transfer
1589,1589,9010,Credit Card
1590,1590,5463,Mobile Money
1591,1591,8978,PayPal
1592,1592,4460,Bank Transfer
1593,1593,3299,Credit Card
1594,1594,5926,Bank Transfer
1595,1595,9282,PayPal
1596,1596,6508,Bank Transfer
1597,1597,5774,Credit Card
1598,1598,1615,Credit Card
1599,1599,9531,PayPal
1600,1600,7974,Credit Card
1601,1601,6412,PayPal
1602,1602,8987,Mobile Money
1603,1603,4339,Mobile Money
1604,1604,4550,Bank Transfer
1605,1605,224,Bank Transfer
1606,1606,3100,Bank Transfer
1607,1607,4481,PayPal
1608,1608,1127,Mobile Money
1609,1609,7994,Bank Transfer
1610,1610,3947,PayPal
1611,1611,9577,Mobile Money
1612,1612,7912,Bank Transfer
1613,1613,8766,Credit Card
1614,1614,7702,PayPal
1615,1615,739,Bank Transfer
1616,1616,5241,PayPal
1617,1617,4646,Bank Transfer
1618,1618,7442,PayPal
1619,1619,7638,Mobile Money
1620,1620,8692,Bank Transfer
1621,1621,7864,Bank Transfer
1622,1622,3518,Bank Transfer
1623,1623,2933,PayPal
1624,1624,7498,Bank Transfer
1625,1625,4870,Credit Card
1626,1626,8701,Credit Card
1627,1627,7418,PayPal
1628,1628,9879,Mobile Money
1629,1629,5744,PayPal
1630,1630,8874,Mobile Money
1631,1631,4262,Bank Transfer
1632,1632,1882,Credit Card
1633,1633,9619,Credit Card
1634,1634,1592,PayPal
1635,1635,3984,PayPal
1636,1636,2155,PayPal
1637,1637,9740,Bank Transfer
1638,1638,898,Credit Card
1639,1639,9300,Mobile Money
1640,1640,6990,Credit Card
1641,1641,5689,Bank Transfer
1642,1642,6060,Credit Card
1643,1643,8973,PayPal
1644,1644,9745,PayPal
1645,1645,6150,PayPal
1646,1646,392,PayPal
1647,1647,6920,Bank Transfer
1648,1648,4186,Bank Transfer
1649,1649,6907,PayPal
1650,1650,8094,Mobile Money
1651,1651,5314,PayPal
1652,1652,8659,Credit Card
1653,1653,4355,Bank Transfer
1654,1654,3360,Bank Transfer
1655,1655,1876,Credit Card
1656,1656,8411,PayPal
1657,1657,8105,Bank Transfer
1658,1658,9122,PayPal
1659,1659,3229,Bank Transfer
1660,1660,8913,Mobile Money
1661,1661,7889,PayPal
1662,1662,2505,Bank Transfer
1663,1663,3399,PayPal
1664,1664,5889,Mobile Money
1665,1665,7064,Mobile Money
1666,1666,155,PayPal
1667,1667,4872,Mobile Money
1668,1668,3709,Bank Transfer
1669,1669,7750,Credit Card
1670,1670,873,Credit Card
1671,1671,1053,Bank Transfer
1672,1672,4895,PayPal
1673,1673,542,Mobile Money
1674,1674,3671,Mobile Money
1675,1675,844,PayPal
1676,1676,1979,Mobile Money
1677,1677,9502,Mobile Money
1678,1678,1700,Credit Card
1679,1679,9830,Mobile Money
1680,1680,731,Bank Transfer
1681,1681,5955,Bank Transfer
1682,1682,9753,Credit Card
1683,1683,4624,Credit Card
1684,1684,5258,Bank Transfer
1685,1685,8179,Mobile Money
1686,1686,922,Bank Transfer
1687,1687,929,Bank Transfer
1688,1688,5260,PayPal
1689,1689,3865,Bank Transfer
1690,1690,9990,Bank Transfer
1691,1691,5643,Credit Card
1692,1692,5861,Credit Card
1693,1693,6799,Bank Transfer
1694,1694,7218,Bank Transfer
1695,1695,6543,Credit Card
1696,1696,9686,Credit Card
1697,1697,1436,PayPal
1698,1698,4820,PayPal
1699,1699,2458,Bank Transfer
1700,1700,428,Bank Transfer
1701,1701,8554,Mobile Money
1702,1702,2370,Credit Card
1703,1703,9969,Mobile Money
1704,1704,7137,Bank Transfer
1705,1705,3340,PayPal
1706,1706,6638,Mobile Money
1707,1707,3820,PayPal
1708,1708,114,Credit Card
1709,1709,6473,Bank Transfer
1710,1710,4624,Bank Transfer
1711,1711,3490,PayPal
1712,1712,9881,Mobile Money
1713,1713,5028,Mobile Money
1714,1714,7109,Credit Card
1715,1715,3937,Mobile Money
1716,1716,657,Mobile Money
1717,1717,150,PayPal
1718,1718,7987,Mobile Money
1719,1719,7230,PayPal
1720,1720,8452,PayPal
1721,1721,4948,Mobile Money
1722,1722,8872,Credit Card
1723,1723,5319,Mobile Money
1724,1724,2175,Mobile Money
1725,1725,4506,PayPal
1726,1726,288,PayPal
1727,1727,9908,PayPal
1728,1728,5786,Credit Card
1729,1729,4314,Mobile Money
1730,1730,9288,Bank Transfer
1731,1731,4650,PayPal
1732,1732,2060,PayPal
1733,1733,886,Mobile Money
1734,1734,3660,Bank Transfer
1735,1735,3787,Mobile Money
1736,1736,517,PayPal
1737,1737,7054,Bank Transfer
1738,1738,6739,PayPal
1739,1739,27,PayPal
1740,1740,1260,Mobile Money
1741,1741,2255,PayPal
1742,1742,8600,Bank Transfer
1743,1743,6222,Credit Card
1744,1744,3763,Mobile Money
1745,1745,8627,Credit Card
1746,1746,3544,Bank Transfer
1747,1747,7768,Bank Transfer
1748,1748,4622,Credit Card
1749,1749,2519,Credit Card
1750,1750,6143,Bank Transfer
1751,1751,1861,Mobile Money
1752,1752,6689,Credit Card
1753,1753,6847,Mobile Money
1754,1754,8174,Bank Transfer
1755,1755,6335,Bank Transfer
1756,1756,7712,PayPal
1757,1757,7677,PayPal
1758,1758,5832,Bank Transfer
1759,1759,4264,PayPal
1760,1760,5872,PayPal
1761,1761,344,Credit Card
1762,1762,7233,PayPal
1763,1763,3238,Mobile Money
1764,1764,1360,Credit Card
1765,1765,7047,PayPal
1766,1766,3877,PayPal
1767,1767,1217,Credit Card
1768,1768,151,PayPal
1769,1769,9795,Bank Transfer
1770,1770,5681,Mobile Money
1771,1771,1752,PayPal
1772,1772,5191,Mobile Money
1773,1773,2882,Credit Card
1774,1774,8105,Bank Transfer
1775,1775,170,Credit Card
1776,1776,3276,Credit Card
1777,1777,5334,Bank Transfer
1778,1778,7559,PayPal
1779,1779,3485,Credit Card
1780,1780,4156,Credit Card
1781,1781,4430,Mobile Money
1782,1782,4330,Mobile Money
1783,1783,7493,Bank Transfer
1784,1784,1600,Bank Transfer
1785,1785,7165,Mobile Money
1786,1786,6929,PayPal
1787,1787,4415,Mobile Money
1788,1788,8400,Credit Card
1789,1789,4509,PayPal
1790,1790,2530,PayPal
1791,1791,5685,PayPal
1792,1792,2283,Bank Transfer
1793,1793,5703,PayPal
1794,1794,2780,Mobile Money
1795,1795,6702,PayPal
1796,1796,980,Mobile Money
1797,1797,3608,Credit Card
1798,1798,641,Bank Transfer
1799,1799,7337,Mobile Money
1800,1800,1097,Bank Transfer
1801,1801,4996,Credit Card
1802,1802,5581,Mobile Money
1803,1803,8202,Bank Transfer
1804,1804,5857,PayPal
1805,1805,4437,PayPal
1806,1806,5186,PayPal
1807,1807,3179,Credit Card
1808,1808,5102,PayPal
1809,1809,4536,Bank Transfer
1810,1810,5807,Credit Card
1811,1811,6209,Bank Transfer
1812,1812,2885,Credit Card
1813,1813,6575,Bank Transfer
1814,1814,4836,PayPal
1815,1815,4264,Credit Card
1816,1816,5261,PayPal
1817,1817,8466,Credit Card
1818,1818,1342,PayPal
1819,1819,3295,Bank Transfer
1820,1820,3213,Mobile Money
1821,1821,6516,Credit Card
1822,1822,9403,Mobile Money
1823,1823,2143,Mobile Money
1824,1824,8000,Bank Transfer
1825,1825,5159,PayPal
1826,1826,9262,Bank Transfer
1827,1827,5747,Credit Card
1828,1828,686,Mobile Money
1829,1829,3764,Bank Transfer
1830,1830,7305,Mobile Money
1831,1831,6908,Mobile Money
1832,1832,8639,Bank Transfer
1833,1833,5421,PayPal
1834,1834,3810,Credit Card
1835,1835,5232,Mobile Money
1836,1836,3005,Bank Transfer
1837,1837,8974,PayPal
1838,1838,7879,Mobile Money
1839,1839,7882,Credit Card
1840,1840,6074,Credit Card
1841,1841,2761,PayPal
1842,1842,6207,Credit Card
1843,1843,1257,Bank Transfer
1844,1844,3083,PayPal
1845,1845,423,Mobile Money
1846,1846,1065,Bank Transfer
1847,1847,4959,Mobile Money
1848,1848,994,Credit Card
1849,1849,2108,Mobile Money
1850,1850,3497,Bank Transfer
1851,1851,4038,Credit Card
1852,1852,4563,PayPal
1853,1853,358,Mobile Money
1854,1854,5757,Credit Card
1855,1855,2115,Mobile Money
1856,1856,1981,Mobile Money
1857,1857,5884,PayPal
1858,1858,4894,PayPal
1859,1859,3724,PayPal
1860,1860,4751,Bank Transfer
1861,1861,4469,Credit Card
1862,1862,7415,Credit Card
1863,1863,6884,Bank Transfer
1864,1864,9143,Mobile Money
1865,1865,8520,Mobile Money
1866,1866,5627,Credit Card
1867,1867,7311,Mobile Money
1868,1868,6507,PayPal
1869,1869,1243,Mobile Money
1870,1870,6632,Mobile Money
1871,1871,6976,Mobile Money
1872,1872,4756,Credit Card
1873,1873,1694,PayPal
1874,1874,9836,Mobile Money
1875,1875,5628,Mobile Money
1876,1876,3971,Credit Card
1877,1877,8028,Mobile Money
1878,1878,1672,PayPal
1879,1879,3660,Bank Transfer
1880,1880,35,Mobile Money
1881,1881,4360,PayPal
1882,1882,2295,Mobile Money
1883,1883,3599,PayPal
1884,1884,7723,Mobile Money
1885,1885,3627,PayPal
1886,1886,4995,Credit Card
1887,1887,774,Bank Transfer
1888,1888,6019,Credit Card
1889,1889,979,PayPal
1890,1890,1057,Mobile Money
1891,1891,9957,Mobile Money
1892,1892,9416,Bank Transfer
1893,1893,4867,Bank Transfer
1894,1894,9962,Mobile Money
1895,1895,595,Credit Card
1896,1896,2460,Mobile Money
1897,1897,9939,Mobile Money
1898,1898,3761,Credit Card
1899,1899,1151,Bank Transfer
1900,1900,1329,PayPal
1901,1901,5392,Credit Card
1902,1902,8319,PayPal
1903,1903,2588,Mobile Money
1904,1904,7998,PayPal
1905,1905,8009,Bank Transfer
1906,1906,1879,Mobile Money
1907,1907,8610,PayPal
1908,1908,5673,Mobile Money
1909,1909,4355,PayPal
1910,1910,863,Mobile Money
1911,1911,875,Bank Transfer
1912,1912,9183,Credit Card
1913,1913,2776,PayPal
1914,1914,9367,Bank Transfer
1915,1915,1674,Bank Transfer
1916,1916,1610,PayPal
1917,1917,4706,PayPal
1918,1918,546,Mobile Money
1919,1919,9164,Bank Transfer
1920,1920,1958,PayPal
1921,1921,8307,PayPal
1922,1922,922,Mobile Money
1923,1923,7514,PayPal
1924,1924,5265,Bank Transfer
1925,1925,7465,PayPal
1926,1926,4161,PayPal
1927,1927,3612,Credit Card
1928,1928,2528,Bank Transfer
1929,1929,6509,Mobile Money
1930,1930,1281,Credit Card
1931,1931,830,Mobile Money
1932,1932,7829,Credit Card
1933,1933,2124,Bank Transfer
1934,1934,7341,PayPal
1935,1935,5018,PayPal
1936,1936,6254,PayPal
1937,1937,6548,Credit Card
1938,1938,2188,Credit Card
1939,1939,3358,Bank Transfer
1940,1940,2344,Mobile Money
